都道府県コード又は市町村コード,No,都道府県名,市区町村名,事業所名,事業所名カナ,サービスの種類,住所,方書（ビル名等）,緯度,経度,電話番号,FAX番号,法人番号,法人の名称,事業所番号,利用可能曜日,利用可能曜日特記事項,定員,URL,高齢者の方と障害者の方が同時一体的に利用できるサービス,介護保険の通常の指定基準を満たしている,障害福祉の通常の指定基準を満たしている,備考
272191,27B0500012,大阪府,和泉市,医療法人橘会　介護医療院　横山病院,イリョウホウジンタチバナカイ　カイゴイリョウイン　ヨコヤマビョウイン,介護医療院,大阪府和泉市仏並町２８７番地,,34.424217698572070,135.487430704229720,0725-92-0045,0725-92-0330,2120005005336,医療法人橘会,27B0500012,,,0,http://www.tachibana-med.or.jp/yokoyama/,,,,
272191,27B0500020,大阪府,和泉市,医療法人聖和錦秀会　阪和いずみ病院　介護医療院,イリョウホウジンセイワキンシュウカイ　ハンワイズミビョウイン　カイゴイリョウイン,介護医療院,大阪府　和泉市　あゆみ野　1-7-1,,34.447104700000000,135.448975800000000,0725-53-1555,0725-53-1214,6122005000305,医療法人聖和錦秀会,27B0500020,,,0,http://www.seiwa-kinshukai.or.jp/hanwaizumi/,,,,
272230,27B2600018,大阪府,門真市,社会医療法人　弘道会　門真介護医療院,シャカイイリョウホウジン　コウドウカイ　カドマカイゴイリョウイン,介護医療院,大阪府門真市新橋町33番12号,,34.733998089371050,135.583243452778650,06-6902-7272,06-6902-7273,3120005013998,社会医療法人弘道会,27B2600018,,,,http://www.koudoukai.or.jp/,,,,
272256,27B5300012,大阪府,高石市,介護医療院　菜の花,カイゴイリョウイン　ナノハナ,介護医療院,大阪府高石市綾園2-15-18,,34.520039400000000,135.435614100000000,072-263-6300,072-263-6310,9120105001162,医療法人良秀会,27B5300012,,,0,https://www.ryoshukai.or.jp/kaigo/nanohana/,,,,
272272,27B5000018,大阪府,東大阪市,社会福祉法人竹井病院　竹井医院介護医療院,シャカイフクシホウジンタケイビョウイン　タケイイインカイゴイリョウイン,介護医療院,大阪府東大阪市長堂一丁目２８番６号,,34.668844500000000,135.563485300000020,06-6781-0603,06-6783-5499,9122005000062,社会福祉法人竹井病院,27B5000018,,,58,https://ortho-g.co.jp/takei/hospital/,,,,
281018,28B0100010,兵庫県,神戸市東灘区,東神戸病院介護医療院,ヒガシコウベビョウイン　カイゴイリョウイン,介護医療院,神戸市東灘区住吉本町1丁目24番13号,,34.722213400000000,135.260181200000000,078-841-5731,078-822-6877,4140005001802,医療法人神戸健康共和会,28B0100010,,,,,,,,
281026,28B0200018,兵庫県,神戸市灘区,医療法人愛和会　金沢病院　介護医療院,イリョウホウジンアイワカイ　カナザワビョウイン　カイゴイリョウイン,介護医療院,兵庫県神戸市灘区神ノ木通4-2-15,,34.713978800000014,135.228964200000000,078-871-9001,078-871-2993,6140005001791,医療法人愛和会,28B0200018,,,,http://www.kanazawa-hp.jp,,,,
281051,28B0500011,兵庫県,神戸市兵庫区,介護医療院すまいれすと夢野,カイゴイリョウインスマイレストユメノ,介護医療院,兵庫県神戸市兵庫区熊野町５丁目１５番１４号,,34.684793667046314,135.153680935581950,078-521-5530,078-521-5531,8140005002136,医療法人社団良清会,28B0500011,,,0,https://www.ryoseikai.or.jp/,,,,
281069,28B0600019,兵庫県,神戸市長田区,介護医療院よしだ,カイゴイリョウインヨシダ,介護医療院,兵庫県神戸市長田区東尻池町1丁目10-23,,34.662273100000010,135.156025600000000,078-671-2516,078-671-5370,3140005001794,社会医療法人榮昌会,28B0600019,,,,http://www.yoshida-hp.or.jp/,,,,
281093,28B5000017,兵庫県,神戸市北区,まほし介護医療院,マホシカイゴイリョウイン,介護医療院,兵庫県神戸市北区山田町上谷上字古々谷12番地の3,,34.771063500000000,135.189786599999930,078-582-0111,078-583-8908,3140005004599,医療法人社団まほし会,28B5000017,,,0,http://www.mahoshi.com/,,,,
281093,28B5000025,兵庫県,神戸市北区,医療法人社団　尚仁会　福山診療所　介護医療院,イリョウホウジンシャダン　ショウジンカイ　フクヤマシンリョウジョ　カイゴイリョウイン,介護医療院,兵庫県神戸市北区菖蒲が丘１丁目１４番地１,,34.839445000000020,135.218164400000000,078-952-2820,078-952-2830,6140005015370,医療法人社団　尚仁会,28B5000025,,,19,,,,,
281107,28B5100015,兵庫県,神戸市中央区,ポートアイランド介護医療院,ポートアイランドカイゴイリョウイン,介護医療院,兵庫県神戸市中央区港島中町4-6メディケアセンタービル,メディケアセンタービル,34.668690400000010,135.209047300000000,078-303-6123,078-303-6226,1140005001615,神戸マリナーズ厚生会,28B5100015,,,0,http://www.pi.kobe-mariners.or.jp/,,,,
282014,28B4000026,兵庫県,姫路市,社会医療法人　恵風会　介護医療院　ヴェルデ,シャカイイリョウホウジン　ケイフウカイ　カイゴイリョウイン　ウ‘ェルデ,介護医療院,兵庫県姫路市西今宿５丁目３番８号,,34.845292700000000,134.661240900000000,079-293-3315,079-294-5311,8140005013315,社会医療法人　恵風会,28B4000026,,,50,http://www.keifukai.or.jp/,,,,
282014,28B4000018,兵庫県,姫路市,厚生病院介護医療院,コウセイビョウインカイゴイリョウイン,介護医療院,兵庫県姫路市御立西４丁目１番２５号,,34.861654000000000,134.660021300000000,079-292-1109,079-298-3067,9140005013363,医療法人社団綱島会,28B4000018,,,,www.kousei-hp.jp/,,,,
282014,2814020067,兵庫県,姫路市,國富胃腸病院介護医療院,クニトミイチョウビョウインカイゴイリョウイン,介護医療院,兵庫県姫路市青山３丁目３３番１号,,34.844394240697930,134.642175391550860,079-266-2355,079-267-1316,,,2814020067,,,,www.kunitomi-icho-hp.com,,,,
282014,28B4000034,兵庫県,姫路市,日並内科外科医院　介護医療院,ヒナミナイカゲカイイン　カイゴイリョウイン,介護医療院,兵庫県姫路市香寺町犬飼502,,34.900197299999990,134.734404300000000,079-232-1730,079-232-4582,2140005014599,医療法人社団日並内科・外科医院,28B4000034,,,0,http://hinami-naikageka.or.jp,,,,
282022,28B3000019,兵庫県,尼崎市,つかぐち介護医療院,ツカグチカイゴイリョウイン,介護医療院,兵庫県尼崎市南塚口町6丁目8番地1号,,34.746372099999990,135.415941800000000,06-6429-1463,06-6427-6460,8140005010980,医療法人社団兼誠会,28B3000019,,,0,https://www.kensei-kai-tsukaguchi.jp/,,,,
282022,28B3000027,兵庫県,尼崎市,介護医療院トワイエ尼崎,カイゴイリョウイントワイエアマガサキ,介護医療院,尼崎市南塚口町6丁目8番22号,,34.746339700000000,135.415258700000000,06-6480-8088,06-6480-8077,4140005011017,社会医療法人中央会,28B3000027,,,0,https://amar.or.jp/towaie/,,,,
282049,28B0900021,兵庫県,西宮市,くまの介護医療院,クマノカイゴイリョウイン,介護医療院,兵庫県西宮市下大市西町14番13号,,34.761783600000015,135.360215800000000,0798-52-3221,0798-52-3269,,,28B0900021,,,,https://kumano-hp.com/,,,,
282049,28B0900013,兵庫県,西宮市,三好病院介護医療院,ミヨシビョウインカイゴイリョウイン,介護医療院,兵庫県西宮市甲子園口北町24-9,,34.741720600000020,135.376911500000000,0798-67-3505,0798-67-4255,5140005016130,医療法人芳恵会,28B0900013,,,0,https://miyoshi-hp.jp/,,,,
282073,28B3300013,兵庫県,伊丹市,介護医療院　ケアヴィラ伊丹,カイゴイリョウイン　ケアヴィライタミ,介護医療院,兵庫県伊丹市大野１丁目3-2,,34.804444300000000,135.401204900000000,072-777-1165,072-777-7050,6140005018753,医療法人尚和会,28B3300013,,,,https://carevilla.com/itami/index.html,,,,
282103,28B2200016,兵庫県,加古川市,いなみ野病院介護医療院,イナミノビョウインカイゴイリョウイン,介護医療院,兵庫県加古川市平岡町土山字川池423-2,,34.729881500000000,134.896286500000000,078-941-1730,078-941-1734,1140005009113,医療法人社団仙齢会,28B2200016,,,0,https://inamino-hp.senreikai.org/,,,,
282171,28B3100025,兵庫県,川西市,医療法人社団九十九記念病院介護医療院,イリョウホウジンシャダンツクモキネンビョウインカイゴイリョウイン,介護医療院,兵庫県川西市栄町10番4号,,34.829164600000000,135.413757400000000,072-759-9020,072-744-0825,9140005027454,医療法人社団九十九記念病院,28B3100025,,,,http://www.tukumo-kinenhp.jp/,,,,
282197,28B1200017,兵庫県,三田市,平島病院　介護医療院,ヒラシマビョウイン　カイゴイリョウイン,介護医療院,兵庫県三田市天神1丁目2番15号,,34.889702799999990,135.222271300000000,079-564-5381,079-559-1990,6140005015370,医療法人社団尚仁会,28B1200017,,,0,https://www.mc-shojin.or.jp/,,,,
282201,28B2600017,兵庫県,加西市,米田病院介護医療院,ヨネダビョウインカイゴイリョウイン,介護医療院,兵庫県加西市尾崎町字野田10番1,,34.901633800000000,134.844116900000000,0790-48-3591,0790-48-3965,9140005017265,医療法人社団弘秀会,28B2600017,,,0,http:/www.yoneda-hospital.com/,,,,
282219,28B1400013,兵庫県,丹波篠山市,介護医療院　ふきの郷,カイゴイリョウイン　フキノサト,介護医療院,東吹1015番1,,35.070727000000000,135.197460600000000,079-594-1616,079-594-1617,5140005008598,医療法人社団　紀洋会,28B1400013,,,46,http://www.kiyoukai.com,,,,
282227,28B4800011,兵庫県,養父市,脳神経外科枚田クリニック介護医療院,ノウシンケイゲカ　ヒラタクリニック　カイゴイリョウイン,介護医療院,兵庫県養父市上野1168,,35.376014900000010,134.785053900000000,079-664-0199,079-664-0399,,,28B4800011,,,,https://www.hirata-cl.com/,,,,
282243,28B1700016,兵庫県,南あわじ市,平成病院　平成介護医療院,ヘイセイビョウイン　ヘイセイカイゴイリョウイン,介護医療院,兵庫県南あわじ市八木養宜中１７３,,34.302399200000000,134.795953800000000,0799-42-6031,0799-42-7464,1140005019830,医療法人社団淡路平成会,28B1700016,,,0,https://heiseihp.jp/,,,,
282260,28B1600018,兵庫県,淡路市,東浦介護医療院,ヒガシウラカイゴイリョウイン,介護医療院,久留麻1869番地,,34.524539900000000,134.986716500000000,0799-77-1000,0799-75-3663,1140005019830,医療法人社団淡路平成会,28B1600018,,,0,https://higashihp.jp/,,,,
283011,28B3200015,兵庫県,猪名川町,医療法人社団衿正会　生駒病院介護医療院,イリョウホウジンシャダンキンセイカイ　イコマビョウインカイゴイリョウイン,介護医療院,兵庫県川辺郡猪名川町広根字九十九8,,34.890591600000000,135.372736400000000,072-766-0172,072-766-7156,2140005018443,医療法人社団衿正会,28B3200015,,,,https://www.ikoma-hp.com,,,,
283657,28B2700015,兵庫県,多可町,多可赤十字介護医療院,タカセキジュウジカイゴイリョウイン,介護医療院,兵庫県多可郡多可町中区岸上280-19多可赤十字介護医療院,多可赤十字介護医療院,35.054107223177190,134.923287132679770,0795-32-1290,0795-32-3262,6010405002452,日本赤十字社,28B2700015,,,0,http://www.taka.jrc.or.jp,,,,
285013,28B3700014,兵庫県,佐用町,医療法人社団一葉会きねん介護医療院,イリョウホウジンシャダンイチヨウカイキネンカイゴイリョウイン,介護医療院,兵庫県佐用郡佐用町佐用1132-25,,35.006284300000000,134.351821800000000,0790-82-2323,0790-82-2832,9140005007398,医療法人社団一葉会,28B3700014,,,,http://sayohp.jp/,,,,
292010,29B0190002,奈良県,奈良市,西の京介護医療院やすらぎ,ニシノキョウカイゴイリョウインヤスラギ,介護医療院,奈良県奈良市六条町99-2西の京介護医療院やすらぎ,西の京介護医療院やすらぎ,34.665391885508180,135.790108861971250,0742-32-5518,0742-32-5519,6150005000561,医療法人康仁会,29B0190002,,,0,https://www.nishinokyo.or.jp/kaigo/yasuragi/index.html,,,,
292010,29B0100019,奈良県,奈良市,医療法人新仁会　奈良春日病院介護医療院,イリョウホウジンシンジンカイナラカスガビョウインカイゴイリョウイン,介護医療院,奈良県奈良市鹿野園町1212-1,,34.664237800000000,135.852970100000000,0742-24-4771,0742-27-5873,3150005000572,医療法人新仁会（社団）,29B0100019,,,0,https://narakasuga-hospital.or.jp/,,,,
292036,29B0300015,奈良県,大和郡山市,奈良厚生会病院介護医療院,ナラコウセイカイビョウインカイゴイリョウイン,介護医療院,奈良県大和郡山市椎木町７６９番地の３,,34.608039117627364,135.768809732540860,0743-56-5678,0743-56-8555,2150005002512,医療法人厚生会,29B0300015,,,0,https://nara-koseikai.or.jp/,,,,
292044,29B0400013,奈良県,天理市,奈良東病院介護医療院,ナラヒガシビョウインカイゴイリョウイン,介護医療院,奈良県天理市中之庄町４７０,,34.637355379922380,135.844753901852380,0743-65-1771,0743-65-4157,1150005002868,医療法人健和会,29B0400013,,,0,https://www.fureai-net.com/,,,,
292052,29B0500010,奈良県,橿原市,医療法人　桂会　平尾病院介護医療院,イリョウホウジン　カツラカイ　ヒラオビョウインカイゴイリョウイン,介護医療院,奈良県橿原市兵部町6-28,,34.505435100000000,135.792336500000000,0744-24-4700,0744-25-4672,2150005004715,医療法人桂会,29B0500010,,,,http://www.hiraohos.jp/,,,,
294411,29B3500017,奈良県,吉野町,医療法人八甲会潮田病院介護医療院,イリョウホウジンハッコウカイウシオダビョウインカイゴイリョウイン,介護医療院,奈良県吉野郡吉野町上市2135,,34.394583200000000,135.846787899999980,0746-32-3202,0746-32-1210,1150005007248,医療法人八甲会,29B3500017,,,0,http//hakkohkai.com,,,,
294420,29B3600015,奈良県,大淀町,南和病院介護医療院,ナンワビョウイン　カイゴイリョウイン,介護医療院,奈良県吉野郡大淀町福神1-181,,34.393832100000000,135.754166400000000,0747-54-5800,0747-54-5700,3150005007171,医療法人弘仁会,29B3600015,,,,http://www.koujin.jp/,,,,
294438,29B3700013,奈良県,下市町,医療法人泰山会　介護医療院　福西クリニック,イリョウホウジン　タイザンカイ　カイゴイリョウイン　フクニシクリニック,介護医療院,奈良県吉野郡下市町大字新住１５５番地１,,34.380637700000000,135.782426600000000,0747-52-0510,0747-52-9330,7150005007291,医療法人　泰山会,29B3700013,,,,http://ichiro-creation.com/fukunishi/index.html,,,,
302015,30B0100016,和歌山県,和歌山市,藤民病院介護医療院　さくらの家ふじたみ,フジタミビョウインカイゴイリョウイン　サクラノイエフジタミ,介護医療院,和歌山県和歌山市塩屋３丁目６番２号,,34.197973100000000,135.175701300000010,073-445-9881,073-441-6360,6170005001153,医療法人　藤民病院,30B0100016,,,17,https://www.fujitami.jp/,,,,
302015,30B0100040,和歌山県,和歌山市,伏虎リハビリテーション病院,フッコリハビリテーションビョウイン,介護医療院,畑屋敷東ノ丁1番地,,34.235291781718830,135.182853106607070,073-433-4488,073-433-0162,8170005001093,医療法人匡慈会,30B0100040,,,,https://nakatani.wakayama.jp/,,,,
302015,30B0100024,和歌山県,和歌山市,介護医療院ふじの郷,カイゴイリョウインフジノサト,介護医療院,岡山丁71,,34.226688000000000,135.176204100000000,073-424-3181,073-436-4471,8170005001102,医療法人弘仁会,30B0100024,,,60,https://koujin.co/setoh-hp/,,,,
302015,30B0100032,和歌山県,和歌山市,医療法人　弘愛会　黒田医院,イリョウホウジン　コウアイカイ　クロダイイン,介護医療院,古屋６４番地,,0.000000000000000,0.000000000000000,073-451-7458,073-451-7566,7170005001103,医療法人弘愛会,30B0100032,,,,http：//gokidoc.net/kansai/nigata/30201/3701-00000000-006/clinic_top/,,,,
302066,30B2200012,和歌山県,田辺市,玉置病院介護医療院,タマキビョウインカイゴイリョウイン,介護医療院,和歌山県田辺市上屋敷二丁目５番１号,,33.730897700000000,135.376225200000020,0739-22-6028,0739-25-2825,5170005003497,医療法人　洗心会,30B2200012,,,0,http://www.aikis.or.jp/~tamakihp/,,,,
302082,30B1700012,和歌山県,紀の川市,稲穂会病院　介護医療院,イナホカイビョウイン,介護医療院,紀の川市粉河756-3,,34.267833400000000,135.404266300000000,0736-74-2100,0736-74-2420,1170005003170,医療法人稲穂会,30B1700012,,,,http://inahokaihp.or.jp/,,,,
302091,30B1800028,和歌山県,岩出市,介護医療院やよい苑,カイゴイリョウインヤヨイエン,介護医療院,和歌山県岩出市中迫３８０,,34.261794800000000,135.314952100000000,0736-61-1551,0736-61-3121,2170005003112,医療法人彌栄会,30B1800028,,,0,https://www.yaeikai.com,,,,
302091,30B1800010,和歌山県,岩出市,富田病院介護医療院,トミタビョウインカイゴイリョウイン,介護医療院,和歌山県岩出市紀泉台2,,34.280777500000000,135.293483600000000,0736-62-1522,0736-62-5379,9170005003114,医療法人富田会,30B1800010,,,0,http://www.tomita.or.jp/,,,,
304018,30B2400026,和歌山県,白浜町,白浜小南病院介護医療院,シラハマコミナミビョウインカイゴイリョウイン,介護医療院,和歌山県西牟婁郡白浜町3220-9,,33.680268171323640,135.356087784085500,0739-82-1200,0739-82-1201,8120105005734,医療法人宝山会,30B2400026,,,,,,,,
304018,30B2400018,和歌山県,白浜町,白浜はまゆう病院介護医療院,シラハマハマユウビョウインカイゴイリョウイン,介護医療院,和歌山県西牟婁郡白浜町1447,,33.681824100000000,135.348217200000000,0739-43-6200,0739-43-7891,4170005005957,公益財団法人白浜医療福祉財団,30B2400018,,,,http://www.hamayu-hp.or.jp/,,,,
304280,30B2500015,和歌山県,串本町,串本有田病院介護医療院,クシモトアリタビョウインカイゴイリョウイン,介護医療院,和歌山県東牟婁郡串本町有田499-1,,33.494620500000000,135.738388400000000,0735-66-1021,0735-66-1620,9170005005770,医療法人　健佑会,30B2500015,,,0,http://i-kenyukai.com,,,,
304280,30B2500023,和歌山県,串本町,くしもと町立病院介護医療院,クシモトチョウリツビョウインカイゴイリョウイン,介護医療院,和歌山県東牟婁郡串本町サンゴ台691-7,,33.485124600000000,135.784112000000000,0735-62-7111,0735-67-7200,9000020304280,串本町,30B2500023,,,14,www.hsp.kushimoto.wakayama.jp,,,,
312011,31B0100049,鳥取県,鳥取市,渡辺病院介護医療院センテナリアンハウス,ワタナベビョウイン　カイゴイリョウイン　センテナリアンハウス,介護医療院,鳥取県鳥取市東町3丁目307番地,,35.508250600000000,134.233827700000000,0857-24-1151,0857-24-1024,9270005000051,社会医療法人明和会医療福祉センター,31B0100049,,,26,http://www.mmwc.or.jp/,,,,
312011,31B0100056,鳥取県,鳥取市,介護医療院　鳥取産院,カイゴイリョウイン　トットリサンイン,介護医療院,鳥取県鳥取市吉方温泉1丁目653番地,,35.495505800000000,134.232287199999970,0857-23-3151,0857-22-0006,5270005000105,医療法人アスピオス,31B0100056,,,58,https://www.asupiosu.jp,,,,
312011,31B0100023,鳥取県,鳥取市,社会医療法人　明和会医療福祉センター,シャカイイリョウホウジン　メイワカイイリョウフクシセンター　ウェルフェアキタゾノワタナベビョウイン,介護医療院,鳥取県鳥取市覚寺181番地,,35.523444200000000,134.233627500000000,0857-27-1151,0857-27-1152,,,31B0100023,,,,https://www.mmwc.or.jp/,,,,
312011,31B0100031,鳥取県,鳥取市,社会医療法人　明和会医療福祉センター,シャカイイリョウホウジン　メイワカイイリョウフクシセンター　ウェルフェアキタゾノワタナベビョウイン,介護医療院,鳥取県鳥取市覚寺181番地,,35.523444200000000,134.233627500000000,0857-27-1151,0857-27-1152,,,31B0100031,,,,https://www.mmwc.or.jp/,,,,
312011,31B0100064,鳥取県,鳥取市,社会医療法人　明和会医療福祉センター,シャカイイリョウホウジン　メイワカイイリョウフクシセンター　ウェルフェアキタゾノワタナベビョウイン,介護医療院,鳥取県鳥取市覚寺181番地,,35.523444200000000,134.233627500000000,0857-27-1151,0857-27-1152,9270005000051,社会医療法人明和会医療福祉センター,31B0100064,,,,https://www.mmwc.or.jp/,,,,
312011,31B0100015,鳥取県,鳥取市,介護医療院　レインボーしかの,カイゴイリョウイン　レインボーシカノ,介護医療院,鳥取県鳥取市鹿野町今市242,,35.462185800000000,134.050391600000000,0857-84-2311,0857-84-3287,8270005000374,鳥取医療生活協同組合,31B0100015,,,0,http://www.shikano.mcoop-tottori.jp/,,,,
312029,31B0200039,鳥取県,米子市,養和病院介護医療院,ヨウワビョウインカイゴイリョウイン,介護医療院,鳥取県米子市上後藤3-5-1,,35.448418300000000,133.318081900000000,0859-29-5351,0859-29-7179,,,31B0200039,,,0,http://www/yowakai.com,,,,
312029,31B0200047,鳥取県,米子市,医療法人養和会　養和病院,イリョウホウジン　ヨウワカイ,介護医療院,鳥取県米子市上後藤３丁目5-1,,35.448418300000000,133.318081900000000,0859-29-5351,0859-29-7179,,,31B0200047,,,0,http://www.yowakai.com/,,,,
312037,31B0300011,鳥取県,倉吉市,介護医療院ふじい,カイゴイリョウインフジイ,介護医療院,鳥取県倉吉市山根43,,35.452250100000000,133.855934300000000,0858-27-2210,0858-26-2112,3270005004231,社会医療法人仁厚会,31B0300011,,,0,https://www.med-wel.jp/fujii/kaigoiryou/,,,,
312045,31B0400019,鳥取県,境港市,鳥取県済生会介護医療院なでしこ境港,トットリケンサイセイカイカイゴイリョウインナデシコサカイミナト,介護医療院,鳥取県境港市米川町44番地,,35.539752600000000,133.221925700000000,0859-42-3161,0859-42-3165,3010405001696,社会福祉法人恩賜財団済生会,31B0400019,,,0,http://sakaiminato-saiseikai.jp,,,,
313891,31B1500049,鳥取県,南部町,西伯病院介護医療院さくら,サイハクビョウイン　カイゴイリョウイン　サクラ,介護医療院,鳥取県西伯郡南部町倭397,,35.347588300000000,133.325599000000000,0859-66-2211,0859-66-4012,1000020313891,南部町,31B1500049,,,,https://www.saihaku-hospital.com/,,,,
322016,32B0100055,島根県,松江市,ケアセンター喜南,ケアセンターキナン,介護医療院,島根県松江市宍道町白石129-2,,35.414122700000010,132.925920100000000,0852-66-0266,0852-66-0233,2280005002169,医療法人同仁会,32B0100055,,,47,https://www.doujinkai.jp/kinan/,,,,
322016,32B0100048,島根県,松江市,介護医療院　虹,カイゴイリョウイン　ニジ,介護医療院,島根県松江市佐草町456-1,,35.431727800000000,133.072085000000010,0852-24-1212,0852-27-0087,8280005000654,松江保健生活協同組合,32B0100048,,,180,https://www.mhs-niji.jp/,,,,
322016,32B0100030,島根県,松江市,医療法人社団創健会　介護医療院宇賀の里つばさ,イリョウホウジン　シャダン　ソウケンカイ　カイゴイリョウイン　ウガノサトツバサ,介護医療院,島根県松江市上乃木三丁目４番１号,,35.448511800000000,133.058953900000000,0852-27-8111,0852-27-8119,7280005000572,医療法人社団創健会,32B0100030,,,0,https://www.souken-kai.or.jp/,,,,
322024,32B0700011,島根県,浜田市,殿町介護医療院,トノマチカイゴイリョウイン,介護医療院,島根県浜田市殿町83番地31,,34.898875400000000,132.078276200000000,0855-28-7518,0855-28-7519,2280005004685,医療法人社団ＭＯＫＯ大石内科医院,32B0700011,,,0,,,,,
322032,32B0400018,島根県,出雲市,介護医療院ひまわり,カイゴイリョウインヒマワリ,介護医療院,出雲市神西沖町2479-6,,35.337050100000000,132.681293200000000,0853-31-6007,0853-31-6008,2280005002656,社会福祉法人ひまわり福祉会,32B0400018,,,0,https://www.w-himawari.jp/nursing,,,,
322041,32B0800019,島根県,益田市,益田市医師会介護医療院ふたば,マスダシイシカイカイゴイリョウインフタバ,介護医療院,遠田町1917番地2,,34.696734700000000,131.866983500000000,0856-22-3611,0856-22-0407,4280005006688,公益社団法人益田市医師会,32B0800019,,,,https://www.masuda-med.or.jp/kaigoiryou/,,,,
322067,32B0200038,島根県,安来市,介護医療院　ライトピア,カイゴイリョウイン　ライトピア,介護医療院,島根県安来市荒島町1817-1,,35.432729100000010,133.204486699999960,(0854)28-7000,(0854)28-7725,2280005002458,明誠会,32B0200038,,,14,https://shirane.clinic/orthopedics/,,,,
322067,32B0200012,島根県,安来市,介護医療院昌寿苑,カイゴイリョウインショウジュエン,介護医療院,島根県安来市安来町899-1,,35.433229750679054,133.252828521984580,0854-22-1234,0854-22-5827,4280005002209,社会医療法人昌林会,32B0200012,,,0,http://www.syourinkai.or.jp,,,,
322067,32B0200020,島根県,安来市,介護医療院　みずかぜ,カイゴイリョウイン　ミズカゼ,介護医療院,島根県安来市伯太町安田1700番地,,35.371953700000000,133.273694200000020,0854-37-1512,0854-37-1265,4280005002398,一般社団法人　安来市医師会,32B0200020,,,48,,,,,
322075,32B0600013,島根県,江津市,島根県済生会介護医療院なでしこ江津,シマネケンサイセイカイカイゴイリョウインナデシコゴウツ,介護医療院,島根県江津市江津町1016番地37島根県済生会江津総合病院,島根県済生会江津総合病院,35.012363900000000,132.214892200000000,0855-54-0101,0855-54-0171,3010405001696,社会福祉法人恩賜財団済生会,32B0600013,,,,,,,,
323438,32B1300019,島根県,奥出雲町,奥出雲病院介護医療院,オクイズモビョウインカイゴイリョウイン,介護医療院,島根県仁多郡奥出雲町三成１６２２番地１,,35.196488800000000,132.997159200000000,0854-54-1122,0854-54-1280,9000020323438,奥出雲町,32B1300019,,,0,https://www.okuizumo-hospital.jp,,,,
324493,32B1800018,島根県,邑南町,介護医療院　ケアセンター三笠,カイゴイリョウイン　ケアセンターミカサ,介護医療院,島根県邑智郡邑南町上田所39番地5,,34.840459100000000,132.506409200000000,0855－83－2050,0855－83－2052,7280005004739,医療法人　徳祐会,32B1800018,,,100,http://tokuyu-kai.sakura.ne.jp,,,,
325058,32B2100012,島根県,吉賀町,よしか介護医療院,ヨシカカイゴイリョウイン,介護医療院,島根県鹿足郡吉賀町六日市368番地4,,34.353539499999990,131.937492000000020,0856-73-7575,0856-73-7577,4280005007562,医療法人カタクリ会,32B2100012,,,,https://katakuri.or.jp/,,,,
331015,33B0100021,岡山県,岡山市北区,介護医療院　ふくしま,カイゴイリョウイン　フクシマ,介護医療院,岡山県岡山市北区清心町3番18号,,34.672839400000000,133.918302100000000,086-255-1281,086-255-1388,4260005001550,福島内科院,33B0100021,,,10,https://ivorycobra9.sakura.ne.jp/,,,,
331015,33B0100039,岡山県,岡山市北区,一般財団法人志清会岡山紀念病院介護医療院,イッパンザイダンホウジンシセイカイオカヤマキネンビョウインカイゴイリョウイン,介護医療院,岡山県岡山市北区清輝本町７番２２号,,34.651473300000000,133.926320700000000,086-221-1116,086-231-2476,6260005000162,一般財団法人志清会,33B0100039,,,0,http://www.okayamakinen.or.jp,,,,
331023,33B0100013,岡山県,岡山市中区,介護医療院　みくに,カイゴイリョウイン　ミクニ,介護医療院,岡山県岡山市中区江崎456-2,,34.624307500000000,133.964458800000000,086-274-3920,086-274-3921,3260005001808,岡山博愛会,33B0100013,,,0,https://www.okayama-hakuaikai.or.jp/hakuaikai/mikuni/,,,,
331031,33B0100047,岡山県,岡山市東区,介護医療院　ちとせ,カイゴイリョウイン　チトセ,介護医療院,岡山県岡山市東区西大寺中野498‐1林　病院・202号室・203号室・303号室・305号室,林　病院・202号室・203号室・303号室・305号室,34.655809300000000,134.026946300000000,086-942-2980,086-942-3755,,,33B0100047,,,0,http://hayashi-hsp.com,,,,
332020,33B0200029,岡山県,倉敷市,玉島病院介護医療院,タマシマビョウインカイゴイリョウイン,介護医療院,玉島乙島4030,,34.541624100000000,133.680491000000000,086-522-4141,086-522-3473,3260005009017,公益財団法人弘仁会,33B0200029,,,,http://tamashimahosp.or.jp,,,,
332020,33B0200037,岡山県,倉敷市,介護医療院　おうじ,カイゴイリョウイン　オウジ,介護医療院,岡山県倉敷市児島下の町5丁目2番17号,,34.477560100000000,133.821767800000000,086-436-9700,086-474-0560,3260005003663,王慈会,33B0200037,,,0,http://www.ohji-nouge.or.jp,,,,
332020,33B0200011,岡山県,倉敷市,介護医療院　みずいちリハビリ苑,カイゴイリョウイン　ミズイチリハビリエン,介護医療院,岡山県倉敷市神田２丁目３番３３号,,34.542059986345590,133.739066258335900,086-444-5333,086-445-0030,4260005003588,医療法人水清会,33B0200011,,,0,https://suiseikai-group.jp/suiseikai/care/mizuichi/,,,,
332020,33B0200045,岡山県,倉敷市,柴田病院介護医療院,シバタビョウインカイゴイリョウイン,介護医療院,玉島乙島6108-1,,34.553295700000000,133.693057300000000,086-526-7870,086-525-0466,4260005004347,医療法人高志会,33B0200045,,,,https://shibata-h.jp/,,,,
